threshold,min_component_voxels,case_id,dice,precision,recall,gt_voxels,gt_category,pred_voxels,pred_category,tp,fp,fn,missed_positive,empty_false_positive
0.35,20,0577,0.7651537624839315,0.8517023774581743,0.6945724373167375,16687,large,13628,large,11607,2021,5104,0,0
0.3,10,0606,0.7222898903775883,0.7563775510204082,0.6911421911421911,1716,small,1568,small,1186,382,530,0,0
0.3,20,0606,0.7293972939729397,0.7721354166666666,0.6911421911421911,1716,small,1536,small,1186,350,530,0,0
0.35,10,0606,0.7239036442248301,0.7700394218134035,0.682983682983683,1716,small,1522,small,1172,350,544,0,0
0.35,20,0606,0.7304456216889997,0.7849966510381782,0.682983682983683,1716,small,1493,small,1172,321,544,0,0
0.3,10,0625,0.6214675560946028,0.6756774576382937,0.575310166732162,17813,large,15167,large,10248,4919,7565,0,0
0.3,20,0625,0.6204991195579573,0.6756363636363636,0.573682142255656,17813,large,15125,large,10219,4906,7594,0,0
0.35,10,0625,0.618249075215783,0.6855814589457851,0.5629596362207376,17813,large,14627,large,10028,4599,7785,0,0
0.35,20,0625,0.6177994325891205,0.6853917208347589,0.5623421096951664,17813,large,14615,large,10017,4598,7796,0,0
0.3,10,0667,0.7017291066282421,0.6801675977653632,0.7247023809523809,672,tiny,716,tiny,487,229,185,0,0
0.3,20,0667,0.7017291066282421,0.6801675977653632,0.7247023809523809,672,tiny,716,tiny,487,229,185,0,0
0.35,10,0667,0.7023460410557185,0.6921965317919075,0.7127976190476191,672,tiny,692,tiny,479,213,193,0,0
0.35,20,0667,0.7023460410557185,0.6921965317919075,0.7127976190476191,672,tiny,692,tiny,479,213,193,0,0
0.3,10,0702,0.17912984364377973,0.7682215743440233,0.10138514813389765,5204,large,686,tiny,527,159,4671,0,0
0.3,20,0702,0.17912984364377973,0.7682215743440233,0.10138514813389765,5204,large,686,tiny,527,159,4671,0,0
0.35,10,0702,0.1638612160769495,0.7644230769230769,0.0917660638707195,5204,large,624,tiny,477,147,4721,0,0
0.35,20,0702,0.1638612160769495,0.7644230769230769,0.0917660638707195,5204,large,624,tiny,477,147,4721,0,0
0.3,10,0712,0.0,0.0,0.0,581,tiny,0,empty,0,0,581,1,0
0.3,20,0712,0.0,0.0,0.0,581,tiny,0,empty,0,0,581,1,0
0.35,10,0712,0.0,0.0,0.0,581,tiny,0,empty,0,0,581,1,0
0.35,20,0712,0.0,0.0,0.0,581,tiny,0,empty,0,0,581,1,0
0.3,10,0729,0.0,0.0,0.0,107,tiny,0,empty,0,0,107,1,0
0.3,20,0729,0.0,0.0,0.0,107,tiny,0,empty,0,0,107,1,0
0.35,10,0729,0.0,0.0,0.0,107,tiny,0,empty,0,0,107,1,0
